https://japr.ut.ac.ir/article_95766.html,هدف از پژوهش حاضر، بررسی اثربخشی مداخلۀ مبتنی بر تئوری تغییر ذهنیت دوئیک بر جهت‌گیری منفی به مشکل و ناامیدی در دانش‌آموزان دبیرستانی بود. روش پژوهش برحسب هدف کاربردی و برحسب شیوۀ انجام، نیمه‌آزمایشی با طرح پیش‌آزمون-پس‌آزمون و گروه گواه بود. جامعۀ آماری شامل دانش‌آموزان دختر دبیرستانی (دورۀ دوم) شهر اصفهان در سال تحصیلی 1400-1399 بود که به روش نمونه‌گیری تصادفی چندمرحله‌ای انتخاب شدند. ابزار پژوهش مقیاس‌های جهت‌گیری منفی به مشکل (NPOQ) و ناامیدی بک (BHS) بود. 183 دانش‌آموز پرسشنامه‌ها را تکمیل کردند. در مرحلۀ اول غربالگری، 50 دانش‌آموز که نمرات بالاتری به‌دست آوردند به روش نمونه‌گیری هدفمند انتخاب شدند. در مرحلۀ دوم، براساس ملاک‌های ورودی، 30 نفر به‌صورت تصادفی در گروه مداخلۀ تغییر ذهنیت دوئیک (15 نفر) و گروه کنترل (15 نفر) جای‌دهی شدند. گروه آزمایش هشت جلسۀ 90 دقیقه‌ای مداخلۀ گروهی دریافت کردند. داده‌ها با استفاده از تحلیل کوواریانس مانکوا و نرم‌افزار SPSS-23 تحلیل شد. یافته‌ها نشان داد در پس‌آزمون جهت‌گیری منفی به مشکل، بین گروه‌ها تفاوت معنی‌داری وجود دارد (01/0>P) و مداخله تغییر ذهنیت موجب کاهش جهت‌گیری منفی به مشکل شده است، اما در متغیر احساس ناامیدی، تنها بر ابعاد ناامیدی در دستیابی به خواسته‌ها و انتظار منفی از آینده اثربخش بوده است. براساس نتایج مداخلۀ انگیزشی تغییر ذهنیت دوئیک با ارائۀ راهبردهای انگیزشی و جهت‌گیری مثبت، کاهش انتظارات منفی از آینده و امیدواری در دستیابی به خواسته‌ها موجب تغییر نگرش در دانش‌آموزان می‌شود و آنان را به‌سوی اهداف امیدوارانه همراه با اندیشۀ مثبت نسبت به حل مسائل سوق می‌دهد. از این‌رو پیشنهاد می‌شود از این مداخله در جهت کاهش و بهبود مشکلات روان‌شناختی دانش‌آموزان استفاده شود.,"احساس ناامیدی,تغییر ذهنیت دوئیک,جهت‌گیری منفی به مشکل,دوران کرونا"
https://japr.ut.ac.ir/article_95674.html,هدف از پژوهش حاضر، بررسی ویژگی‌های روانسنجی مقیاس امید‌شغلی (WH)، در دانشجویان بود. نمونه پژوهش شامل 292 دانشجو (188دختر و 104 پسر) بود که به روش نمونه‌گیری طبقه‌ای‌نسبتی انتخاب شدند. ابزارهای مورد استفاده در پژوهش حاضر مقیاس ‌امیدشغلی و پرسشنامه خودکارآمدی‌عمومی بود. به منظور بررسی روایی از تحلیل عاملی تأییدی تک‌گروهی و چندگروهی و روایی‌همگرا، از نرم افزار AMOS و برای بررسی پایایی، همسانی درونی این مقیاس با استفاده از نرم افزار SPSS، استفاده شد. نتایج تحلیل عاملی تأییدی تک گروهی، مدل‌اندازه-گیری که در آن امیدشغلی یک سازه مرتبه دوم، و اهداف، عاملیت و گذرگاه به عنوان عوامل‌مرتبه اول در نظر گرفته شده بودند را تأیید کرد. نتایج تحلیل تأییدی چندگروهی، تغییرناپذیری‌بین‌گروهی ساختار‌عاملی، بارهای‌عاملی، مقادیر خطای‌ واریانس‌ها و کوواریانس‌های‌بین‌عاملی، مقیاس امیدشغلی را در دو گروه دانشجویان دختر و پسر نشان داد. همبستگی امید‌شغلی و خودکارآمدی معنادار به دست آمد (01/0 > p، 47/0 = r). همچنین ضرایب آلفای کرونباخ برای کل مقیاس 90/0 و برای زیر مقیاس‌های اهداف 71/0، عاملیت 81/0 و گذرگاه 74/0 برآورد شد. نتایج پژوهش حاضر که با تأکید بر تغییرناپذیری ساختار عاملی این مقیاس در بین دانشجویان دختر و پسر نشان داد که مقیاس امیدشغلی در دو گروه از نظر مفهومی، سازه مشابهی، را اندازه‌گیری می‌کند.,"تحلیل عامل تأییدی چندگروهی,تغییرناپذیری,ساختار عاملی,مقیاس امیدشغلی,ویژگیهای روانسنجی"
https://japr.ut.ac.ir/article_95630.html,هدف پژوهش حاضر، بررسی نقش واسطه‌ای تاب‌آوری و رفتارهای سلامت در رابطۀ هوش هیجانی و سازگاری اجتماعی در دانشجویان دانشگاه شهید بهشتی بود. روش پژوهش توصیفی و از نوع همبستگی بود. جامعۀ آماری شامل کلیۀ دانشجویان دختر و پسر دانشکده‌های دانشگاه شهید بهشتی شهر تهران در نیمسال اول سال تحصیلی 1398-1397 بود که به تعداد 400 دانشجو شامل 222 دختر و 178 پسر به روش نمونه‌گیری دردسترس به‌عنوان نمونه انتخاب شدند. برای اندازه‌گیری متغیرهای پژوهش، از ابزارهای سنجش شامل پرسشنامۀ تاب‌آوری (CD-RISC) نسخۀ تجدیدنظرشدۀ دوم، پرسشنامۀ نیمرخ سبک زندگی ارتقادهندۀ سلامت (HPLP-II)، پرسشنامۀ هوش هیجانی (EISS) و پرسشنامۀ سازگاری اجتماعی (BAI) استفاده شد و آزمودنی‌ها با زمان پیش‌بینی‌شده به پرسشنامه‌ها پاسخ دادند. داده‌ها به روش مدل‌یابی معادلات ساختاری با ترکیب روش‌های تحلیل مسیر و تحلیل‌عاملی تأییدی به کمک نرم‌افزارهای AMOS-20 و SPSS-24 تجزیه و تحلیل ‌ شدند. یافته‌ها نشان داد مدل مفروض اصلاح‌شدۀ میانجی‌گری نسبی تاب‌آوری روان‌شناختی و رفتارهای سبک زندگی سلامت‌محور در رابطۀ بین هوش هیجانی با سازگاری اجتماعی با داده‌ها برازش مطلوبی دارد؛ بنابراین می‌توان نتیجه گرفت تلاش‌های آموزشی مداخله‌ای، مانند برنامۀ آموزش تاب‌آوری، به‌علت نقش واسطه‌ای تاب‌آوری می‌تواند بر رابطۀ بین هوش هیجانی و سازگاری اجتماعی تأثیر مثبت بگذارد.,"تاب‌آوری,سازگاری اجتماعی,هوش هیجانی"
https://japr.ut.ac.ir/article_95628.html,پژوهش حاضر با هدف بررسی اثربخشی طرحوارهدرمانی بر نشخوار فکری، افسردگی و کارکرد شخصیت زنان مبتلاء به پرخوری عصبی انجام شد. روش پژوهش نیمه تجربی از نوع پیش‌آزمون-پس ‌آزمون با گروه کنترل بود. جامعه آماری این پژوهش زنان مبتلا به پرخوری عصبی شهر تهران در سال 1402 بودند. با توجه به ملاک‌های ورود به پژوهش 30 زن به صورت تصادفی در گروه آزمایش و گواه جایدهی شدند. گروه‌ها با پرسشنامه‌های نشخوار فکری (RQ)، افسردگی بک (BDI) و کارکرد شخصیت (PFQ) مورد سنجش قرار گرفتند. پس از 10 جلسه 90 دقیقه‌ای طرحواره درمانی برای گروه آزمایش، مجددا شرکت‌کنندگان به پرسشنامه پژوهش پاسخ دادند. داده‌های به دست آمده با آزمون تحلیل کوواریانس چند متغیره توسط SPSS-24 تحلیل شدند. نتایج پژوهش حاضر نشان داد که طرحواره درمانی به صورت معناداری باعث کاهش نشخوار فکری (51/23F=)، افسردگی (04/50F=)، و افزایش صمیمیت (16/47F=)، همدلی (83/41F=)، خود جهت‌دهی (04/30F=) و هویت (77/32F=) در در زنان مبتلا به پرخوری عصبی می‌شود (01/0>P). بر اساس نتایج، طرحواره‌درمانی توانسته است باعث کاهش اختلالات روان‌شناختی و بهبود کارکرد شخصیت زنان مبتلا به پرخوری عصبی شود. از آنجایی که همه‌گیری کووید-19 تغییرات بسیار گسترده‌ای در سبک زندگی افراد ایجاد کرده است، می‌بایست تدابیری در جهت شناسایی گروه‌های آسیب‌پذیر اتخاذ کرد.,"افسردگی,پرخوری عصبی,طرحواره درمانی,کارکرد شخصیت,نشخوار فکری"
https://japr.ut.ac.ir/article_95618.html,این پژوهش با هدف شناسایی تجارب درمانگران ایرانی از مراجعان دشوار و واکاوی راهبردهای آنان انجام شد. روش پژوهش کاربردی و از نوع کیفی پدیدارشناسی بود. جامعۀ آماری پژوهش شامل درمانگران فعال شهر تهران در سال 1401-1400 بود. نمونه‌گیری به‌صورت هدفمند و تا مرز اشباع و نهایتاً انتخاب 17 درمانگر ادامه یافت. با شرکت‌کنندگان مصاحبه‌های نیمه‌ساختاریافته انجام گرفت. به‌منظور تحلیل داده‌ها از روش تحلیل مضمون کلایزی استفاده شد. تحلیل داده‌ها به شناسایی60 مفهوم اولیه، 9 مضمون فرعی و ۲ مضمون اصلی منجر شد. مضامین اصلی شامل دو مضمون بود: 1. راهبردهای مؤثر درون جلسه درمان (شامل: راهبردهای ارتباط درمانی، راهبردهای مدیریت فرایند، راهبردهای تخصصی در ارتباط با مراجعان دارای مشکلات زناشویی، راهبردهای تخصصی در ارتباط با مراجعان دارای مشکلات خانوادگی و راهبردهای تخصصی در ارتباط با مراجعان دارای اختلال شخصیت) و 2. راهبردهای مؤثر خارج از جلسۀ درمان (شامل: راهبردهای کلی اجتماعی، راهبردهای حمایتی در ارتباط با مراجعان دارای اختلال شخصیت، راهبردهای اجرایی در ارتباط با مراجعان دارای مشکلات زناشویی و خانوادگی و راهبردهای کلی خودمراقبتی درمانگران). درمجموع نتایج این پژوهش نشان داد میزان مطلوب‌بودن یا نبودن کیفیت خدمات به مراجعان دشوار به نحوۀ به‌کارگیری راهبردهای درمانگران بستگی دارد؛ بنابراین دریافت ناظر و آموزش درست در این زمینه ضرورت دارد.,"راهبردها,روان‌درمانگران,روش کیفی,مراجعان دشوار,مشاوران"
https://japr.ut.ac.ir/article_95434.html,هدف: پژوهش حاضر با هدف تعیین نقش میانجی نظم‌بخشی هیجان در رابطه بین اضطراب کرونا و کیفیت زندگی مرتبط با سلامت دانشجویان انجام شد. روش: در یک مطالعه توصیفی-مقطعی، از میان 18 هزار دانشجو در استان گیلان، در زمستان 1399، 369 دانشجو (زن و مرد) به صورت تصادفی انتخاب و به پرسشنامه‌های زمینه‌یابی سلامت (SF-36)، پرسشنامه مهارت‌های نظم‌بخشی هیجان (ERSQ) و مقیاس اضطراب بیماری کرونا (CDAS) که به شکل برخط تنظیم شده بودند، داوطلبانه پاسخ دادند. پردازش داده‌ها با استفاده از ضریب همبستگی پیرسون و فن مدل‌یابی معادلات ساختاری بوسیله نرم افزار AMOS-24 انجام شد. یافته‌ها: نتایج نشان داد بین اضطراب بیماری کرونا ویروس و کیفیت زندگی مرتبط با سلامت و نظم‌بخشی هیجان رابطۀ منفی و معنادار وجود داشت (01/0p<). مدل میانجی نیز برازش مطلوبی دارد (944/0CFI=،074/0RMSEA=). تحلیل بوت‌استراپ در برنامه MACRO نرم‌افزار SPSS-24 آشکار ساخت نظم‌بخشی هیجان در رابطه بین اضطراب کرونا و کیفیت زندگی مرتبط با سلامت نقش میانجیگرانه معنی‌دار ندارد (1998/0p=). نتیجه‌گیری: براساس نتایج حاصل، می‌توان گفت به دلیل نقش پراهمیت اضطراب بر کیفیت زندگی مرتبط به سلامت، لازم است درمانگران و مسئولین سیاست‌گذاری‌های کلان بهداشتی در مواجهه با شرایط بهداشتی و سلامتی، مساله مواجهه سازگارانه با اضطراب را در کاربست اقدامات خود قرار دهند.,"اضطراب,رفتار سلامت,کووید-19,کیفیت زندگی,نظم بخشی هیجان"
https://japr.ut.ac.ir/article_95382.html,پژوهش حاضر با هدف بررسی رفتار جستجوی اطلاعات ایرانیان در اینترنت در دوره کووید-۱۹ انجام‌شده و به بررسی ارتباط اوج‌گیری بیماری با جستجوی‌های انجام‌شده در اینترنت پرداخته است. این پژوهش از نظر هدف، بنیادین و از لحاظ روش پژوهش، توصیفی بود. جامعه آماری، جستجوهای انجام‌شده ایرانیان از بهمن 1398 تا فروردین 1401 و نمونه موردبررسی، مفاهیم جستجو شده مرتبط با اضطراب و سلامت روان بوده است . بخش اول داده‌ها جستجوهایی بوده که از سایت گوگل ترندز، در آذر 1401 استخراج شد، بخش دوم داده‌ها، آمار روزانه مرگ و مبتلایان جدید از سایت دانشگاه جان هاپکینز دریافت شد. تجزیه‌وتحلیل داده‌ها با آزمون علیت گرنجر و همبستگی پیرسون به کمک Python ورژن 3.12 انجام شد. نتایج نشان می‌دهد، جستجوی مفاهیم مرتبط با اضطراب در آغاز همه‌گیری رشد کرده است ، میزان جستجوی مفاهیم اضطرابی در ابتدای همه‌گیری با تعداد مرگ بر اثر بیماری همبستگی مثبت و معناداری دارد به صورتی است که با افزایش آمار مرگ میزان جستجوی‌های اضطرابی با فاصله چند روز افزایش می‌باید و با کاهش مرگ این جستجوها کمتر می‌شود اما پس از چند ماه، روند جستجوهای اضطرابی کاهش‌یافته و دیگر با تعداد مرگ رابطه‌ای نداشته است . در آغاز همه‌گیری جستجوی درمان روان‌شناختی ناچیز است اما پس از 9 ماه افزایش پیدا می‌کند و با افزایش آمار مرگ این جستجوها نیز بیشتر شده است. نتایج نشان می‌دهد جستجوهای انجام‌شده در اینترنت می‌تواند ابزاری مفید برای پایش دغدغه‌های جامعه باشد.,"اضطراب,درمان روان‌شناختی,سواد سلامت,کووید-19,گوگل ترندز"
https://japr.ut.ac.ir/article_95258.html,زمینه و هدف: پژوهش حاضر با هدف مقایسه اثربخشی گروه درمانی‌های مبتنی بر پذیرش و تعهد و طرحواره بر سبک مقابله-ای اجتناب در افراد چاق و دارای اضافه وزن مبتلا به خوردن هیجانی انجام گردید.روش بررسی: پژوهش حاضر از نوع پژوهش‌های نیمه آزمایشی بود که در آن از طرح پیش آزمون پس آزمون با گروه کنترل استفاده شد. جامعه آماری پژوهش مشتمل بر کلیه افراد دارای اضافه‌وزن و چاقی بود که از شهریور تا آذر 1399 به مراکز تغذیه زیرنظر وزارت بهداشت جهت درمان مشکلات مرتبط با چاقی خود مراجعه کرده بودند. یافته‌ها: نتایج نشان داد که درمان‌های گروهی مبتنی بر پذیرش و تعهد و طرحواره درمانی بر سبک مقابله‌ای اجتناب در افراد چاق و دارای اضافه وزن مبتلا به پرخوری هیجانی موثر بوده و باعث کاهش اجتناب گروه‌های آزمایش در مقایسه با گروه کنترل گردیده است.نتیجه‌گیری: مبتنی بر یافته‌های به دست آمده می‌توان این‌گونه استنباط نمود که گروه درمانی‌های مبتنی بر پذیرش و تعهد و طرح واره درمانی می‌تواند منجر به کاهش استفاده از سبک مقابله‌ای اجتناب در افراد چاق و دارای اضافه وزن مبتلا به خوردن هیجانی گردد.کلیدواژه‌ها: درمان مبتنی بر پذیرش و تعهد، طرحواره درمانی، سبک مقابله‌ای اجتناب، خوردن هیجانی,"درمان مبتنی بر پذیرش و تعهد,طرحواره درمانی,سبک مقابله‌ای اجتناب,خوردن هیجانی"
https://japr.ut.ac.ir/article_95252.html,پژوهش حاضر با هدف بررسی اثربخشی طولی دورۀ مجازی تربیت مربی خلاقیت به‌منظور توانمندسازی معلمان مناطق محروم انجام گرفت. روش پژوهش، کیفی از نوع پدیدارشناسی توصیفی بود. جامعۀ آماری پژوهش شامل تمامی شرکت‌کنندگان دوره‌های تربیت مربی خلاقیت شهر تهران در سال 1400 بود. در پژوهشی کیفی در سال 1401، مشارکت‌کنندگان در انتهای ترم اول برگزاری کارگاه با درنظرگرفتن ملاک‌های ورود و خروج به‌صورت هدفمند انتخاب شدند و پس از مصاحبۀ عمیق نیمه‌ساختاریافته با 14 نفر (4 مرد و 10 زن) از مشارکت‌کنندگان، اشباع نسبی حاصل شد. در پژوهش حاضر به‌منظور بررسی اثربخشی طولی این دوره، مصاحبه‌های نیمه‌ساختاریافتۀ مجددی با همان نمونۀ آماری در انتهای ترم چهارم برگزاری کارگاه انجام گرفت. از تحلیل داده‌ها با نرم‌افزار MAXQDA12، 818 واحد معنایی، 12 مضمون فرعی و 3 مضمون اصلی به‌دست آمد که در مقایسه با ترم اول، تعداد واحدهای معنایی افزایش یافته و 28 واحد معنایی جدید اضافه شده بودند. مضامین استخراج‌شده از مصاحبه‌های مربوط به ترم چهارم به کمک روش تحلیل مضمون و مقایسه با مضامین استخراج‌شده و نیز تعداد تکرار آن‌ها در مصاحبه‌های مربوط به پایان ترم اول نشان داد تغییرات معناداری در بعد دانش مشارکت‌کنندگان در مضامین بازآفرینی تعریف خلاقیت، بازیابی اجزای تفکر واگرا، شناخت ویژگی‌های کلاس خلاق و شناسایی موانع خلاقیت اتفاق افتاده است. در بعد نگرش نیز تخیل و خلاقیت، چارچوب‌ها و کلیشه‌های ذهنی، نقش خلاقیت در محرومیت‌زدایی و در بعد مهارت، کاربرد تکنیک‌های خلاقیت در زندگی شخصی و حرفه‌ای و ایده‌سازی برای کاربرد مهارت‌های خلاقانه در مناطق محروم نسبت به ترم اول به‌صورت معناداری ارتقا یافته بودند. درنتیجه، اجرای این دوره برای توانمندسازی معلمان در آموزش مهارت خلاقیت پیشنهاد می‌شود.‌,"دورۀ تربیت مربی خلاقیت,روش تحلیل مضمون,مطالعۀ طولی پدیدارشناسانه,مناطق محروم"
https://japr.ut.ac.ir/article_95242.html,"هدف پژوهش حاضر بررسی نقش واسطه ای بازداری هیجان در رابطه بین سطوح آگاهی هیجان و وقایع زندگی با نشانگان استرس پس از سانحه بود. روش پژوهش کاربردی و از نوع توصیفی_همبستگی است. جامعه آماری پژوهش شامل تمام افراد مراجعه کننده به مراکز مشاوره شهر خرم آباد، دورود و بروجرد در سال 1399 و 1400 بودند که از میان آنها 400 نفر به روش نمونه‌گیری در دسترس انتخاب شدند. ابزار پژوهش شامل پرسشنامه بازداری هیجان کلنر (EIS)؛ پرسشنامه سطوح اگاهی هیجان لین و شوارتز (LEAS)؛ چک لیست وقایع زندگی ,ودرز و همکاران (LEC-5) و فهرست اختلال استرس پس از ضربه براساس راهنمای تشخیصی و آماری اختلال‌های روانی- ویراست پنجم ودرز و همکاران (PCL-5)بود. برای تحلیل داده‌ها از نرم افزار SPSS و AMOS استفاده شد. در پژوهش حاضر ضریب مسیر غیرمستقیم بین وقایع زندگی و اختلال استرس پس از سانحه مثبت و ضریب مسیر غیرمستقیم بین سطوح آگاهی هیجان و اختلال استرس پس از سانحه منفی و در سطح 01/0 معنادار بود. براساس نتایج حاصل از پژوهش حاضر پیشنهاد می‌شود روان درمانگران و متخصصان این حوزه با بررسی وقایع زندگی افراد بر میزان آگاهی و بازداری هیجانی آنها در جهت کاهش نشانگان اختلال استرس پس از سانحه تمرکز کنند.","بازداری هیجان,سطوح آگاهی هیجان,وقایع زندگی,نشانگان استرس پس از سانحه"
